suite,sim_id,model_name,n_halos,csv_path
Test,SB35_766,fm_two_head,22,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_773,fm_two_head,51,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_804,fm_two_head,69,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_805,fm_two_head,24,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_814,fm_two_head,32,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_817,fm_two_head,17,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_83,fm_two_head,64,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_834,fm_two_head,69,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_837,fm_two_head,28,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_844,fm_two_head,70,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_846,fm_two_head,35,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_850,fm_two_head,48,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_854,fm_two_head,16,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_859,fm_two_head,58,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_86,fm_two_head,25,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_860,fm_two_head,76,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_862,fm_two_head,34,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_863,fm_two_head,95,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_865,fm_two_head,20,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_88,fm_two_head,117,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_908,fm_two_head,66,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_91,fm_two_head,51,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_928,fm_two_head,103,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_929,fm_two_head,25,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_933,fm_two_head,30,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_953,fm_two_head,14,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_96,fm_two_head,132,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_962,fm_two_head,61,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_974,fm_two_head,31,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_982,fm_two_head,21,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_983,fm_two_head,84,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
Test,SB35_991,fm_two_head,68,/mnt/home/mlee1/vdm_bind2/suite_analysis_artifacts/Test_benchmark.csv
