suite,sim_id,halo_mass,log_halo,truth_s,gen_s,rel_stars,ratio_stars,log_bin
1P,1P_p10_n1,178240253591552.0,14.251005791387112,3215467741184.0,3053549780992.0,-0.05035595851830208,1.053026140657644,"[14.2,16.0)"
1P,1P_p10_n1,134185113092096.0,14.127704336543985,2325366439936.0,2179496673280.0,-0.06272979782920352,1.0669281896340201,"[13.8,14.2)"
1P,1P_p10_n1,117278259544064.0,14.069217512242332,2045360996352.0,2120283062272.0,0.03663024084923254,0.9646641209123669,"[13.8,14.2)"
1P,1P_p10_n1,78325666021376.0,13.893904096476547,2441938993152.0,1902166933504.0,-0.2210424016167883,1.28376692399635,"[13.8,14.2)"
1P,1P_p10_n1,63359688900608.0,13.801813036178013,2439720206336.0,2024172027904.0,-0.17032616172658382,1.2052929161669594,"[13.8,14.2)"
1P,1P_p10_n1,60908793495552.0,13.784679996917056,2203783790592.0,1731070787584.0,-0.21450062616215887,1.2730754896902572,"[13.5,13.8)"
1P,1P_p10_n1,57696975847424.0,13.761153050466037,2094469742592.0,1746507923456.0,-0.16613360988704554,1.199232888933851,"[13.5,13.8)"
1P,1P_p10_n1,58199675764736.0,13.764920565165726,3087802826752.0,2774334701568.0,-0.10151818065201108,1.1129885752453854,"[13.5,13.8)"
1P,1P_p10_n1,56126548738048.0,13.749168337959855,1017836077056.0,758514122752.0,-0.25477771927093174,1.341881510871732,"[13.5,13.8)"
1P,1P_p10_n1,51048525856768.0,13.707983205355056,3838215454720.0,3977323216896.0,0.03624282269118944,0.9650247780756015,"[13.5,13.8)"
1P,1P_p10_n1,45505274970112.0,13.65806174297858,2416546676736.0,2019871162368.0,-0.16414974235208432,1.1963865427451108,"[13.5,13.8)"
1P,1P_p10_n1,39796814643200.0,13.599848312318839,3182429470720.0,3031835869184.0,-0.04732032647433012,1.0496707632054407,"[13.5,13.8)"
1P,1P_p10_n1,39653897928704.0,13.59828588435783,2472183070720.0,2303721996288.0,-0.06814263734236208,1.073125609211286,"[13.5,13.8)"
1P,1P_p10_n1,37380195090432.0,13.572641563668736,1156145479680.0,1015697768448.0,-0.12147927202973917,1.1382770698084785,"[13.5,13.8)"
1P,1P_p10_n1,33726725619712.0,13.527974179483937,3142841008128.0,3006364909568.0,-0.043424436109572896,1.0453957196365797,"[13.5,13.8)"
1P,1P_p10_n1,32922211975168.0,13.517489006866382,2544045916160.0,2445813219328.0,-0.03861278454449953,1.0401636134990675,"[13.5,13.8)"
1P,1P_p10_n1,28978792366080.0,13.462080283147731,976463069184.0,738221490176.0,-0.24398421868334572,1.322723711214639,"[13.2,13.5)"
1P,1P_p10_n1,28201092907008.0,13.450265939322394,1743793684480.0,1573343461376.0,-0.09774678313210448,1.108336308815196,"[13.2,13.5)"
1P,1P_p10_n1,27467658035200.0,13.43882163190878,756137328640.0,662365470720.0,-0.12401432169558337,1.1415711749256325,"[13.2,13.5)"
1P,1P_p10_n1,26114950955008.0,13.416889214550213,1684473118720.0,1781650292736.0,0.05768995238691796,0.9454566508297375,"[13.2,13.5)"
1P,1P_p10_n1,26511566438400.0,13.423435388821563,547375087616.0,516432953344.0,-0.0565282106768199,1.0599151043163375,"[13.2,13.5)"
1P,1P_p10_n1,25173684125696.0,13.40094677845565,3178381180928.0,2767521841152.0,-0.12926685516557215,1.148457487730242,"[13.2,13.5)"
1P,1P_p10_n1,22983066255360.0,13.361407969041053,3658165518336.0,3401494822912.0,-0.07016377310908352,1.075458205520438,"[13.2,13.5)"
1P,1P_p10_n1,22872848334848.0,13.359320250268386,826334511104.0,756813856768.0,-0.0841313698046073,1.0918596478041382,"[13.2,13.5)"
1P,1P_p10_n1,23463142096896.0,13.370386170779028,1486096695296.0,1445522046976.0,-0.027302831941173493,1.0280692006080996,"[13.2,13.5)"
1P,1P_p10_n1,22524347809792.0,13.352652224880442,2414810759168.0,2244930699264.0,-0.07034922271198202,1.0756727412386027,"[13.2,13.5)"
1P,1P_p10_n1,21352511700992.0,13.329448968528347,2029352386560.0,1720921620480.0,-0.15198482438174662,1.1792241798868053,"[13.2,13.5)"
1P,1P_p10_n1,20786435850240.0,13.317780029337698,707251142656.0,675893215232.0,-0.044337754345986524,1.0463947953867778,"[13.2,13.5)"
1P,1P_p10_n1,21634880634880.0,13.33515450342862,1770065362944.0,1434063208448.0,-0.18982471581566684,1.2343007982609322,"[13.2,13.5)"
1P,1P_p10_n1,20554419535872.0,13.312905216658704,2967192207360.0,2663675068416.0,-0.10229102725166844,1.1139467581999376,"[13.2,13.5)"
1P,1P_p10_n1,21067240308736.0,13.323607649173173,583379910656.0,572721659904.0,-0.01826982821539911,1.0186098265495782,"[13.2,13.5)"
1P,1P_p10_n1,19541851635712.0,13.290965711740647,1808751656960.0,2004036354048.0,0.10796656154345607,0.9025543141003706,"[13.2,13.5)"
1P,1P_p10_n1,18949469110272.0,13.277597047248204,1002284122112.0,925394010112.0,-0.0767148858329494,1.083089053051785,"[13.2,13.5)"
1P,1P_p10_n1,18042327138304.0,13.25629255305861,1588169932800.0,1406561026048.0,-0.11435105463293657,1.1291155544543023,"[13.2,13.5)"
1P,1P_p10_n1,17335698063360.0,13.23894133425093,3231315394560.0,3504544677888.0,0.084556674284407,0.9220357254818448,"[13.2,13.5)"
1P,1P_p10_n1,17344291143680.0,13.23915655504697,570999832576.0,513218543616.0,-0.10119318021395272,1.1125861286166485,"[13.2,13.5)"
1P,1P_p10_n1,16480460603392.0,13.216969345389986,873852698624.0,784800284672.0,-0.10190780905320215,1.1134714343142964,"[13.2,13.5)"
1P,1P_p10_n1,15948359663616.0,13.202716021206713,3290481295360.0,3060719157248.0,-0.06982630122711654,1.0750680236597032,"[13.2,13.5)"
1P,1P_p10_n1,15715104980992.0,13.196317286563477,1711304212480.0,1627384709120.0,-0.04903833155321048,1.0515670958991492,"[13.0,13.2)"
1P,1P_p10_n1,15609002721280.0,13.193375156330786,847231582208.0,814686601216.0,-0.03841332367141388,1.0399478534978033,"[13.0,13.2)"
1P,1P_p10_n1,14072500191232.0,13.148371263233892,2083852124160.0,2063707930624.0,-0.009666805673228909,1.0097611649580225,"[13.0,13.2)"
1P,1P_p10_n1,13998525251584.0,13.146082285047154,691432718336.0,740726865920.0,0.07129276106955303,0.9334516542440032,"[13.0,13.2)"
1P,1P_p10_n1,12803270246400.0,13.10732091250478,470106046464.0,523290378240.0,0.11313262651275593,0.8983655461908613,"[13.0,13.2)"
1P,1P_p10_n1,13720368447488.0,13.137365774093938,1898910580736.0,1729707376640.0,-0.0891054090764076,1.0978218665082422,"[13.0,13.2)"
1P,1P_p10_n1,12704314032128.0,13.103951220342367,1261199032320.0,1099710595072.0,-0.12804357845957026,1.1468463048111555,"[13.0,13.2)"
1P,1P_p10_n1,12854786785280.0,13.10906487765377,693423112192.0,630374793216.0,-0.09092330190249373,1.1000171955708202,"[13.0,13.2)"
1P,1P_p10_n1,12239291547648.0,13.087756280076562,3047788642304.0,2283960008704.0,-0.25061732398299696,1.334431702257967,"[13.0,13.2)"
1P,1P_p10_n1,12165374279680.0,13.085125474968375,723833389056.0,619633704960.0,-0.14395534341389507,1.1681633572575374,"[13.0,13.2)"
1P,1P_p10_n1,11382828302336.0,13.056250185036609,848455860224.0,756200112128.0,-0.1087337036857093,1.121999119831371,"[13.0,13.2)"
1P,1P_p10_n1,11733593751552.0,13.069431047702242,2173401956352.0,2074710114304.0,-0.045408922983418934,1.0475689790913791,"[13.0,13.2)"
1P,1P_p10_n1,10404203855872.0,13.017208853002206,601098092544.0,449335918592.0,-0.252474888598804,1.3377477020478326,"[13.0,13.2)"
1P,1P_p10_n1,10425038012416.0,13.018077647199984,3926269624320.0,3919099985920.0,-0.001826068784372323,1.001829409411793,"[13.0,13.2)"
1P,1P_p10_n1,10016695255040.0,13.000724461128753,1588466024448.0,1369579061248.0,-0.13779769905753214,1.1598206115976568,"[13.0,13.2)"
1P,1P_p10_n1,10115354722304.0,13.004981117085869,1873356521472.0,1851578908672.0,-0.011624916320193085,1.0117616444527442,"[13.0,13.2)"
1P,1P_p10_n2,180002649800704.0,14.25527889835527,3561176170496.0,3202401697792.0,-0.10074606128065547,1.1120329385758723,"[14.2,16.0)"
1P,1P_p10_n2,134439405355008.0,14.128526582854194,2610152603648.0,2694928662528.0,0.03247934958343636,0.9685423736595405,"[13.8,14.2)"
1P,1P_p10_n2,117799485702144.0,14.071143394379703,2234401161216.0,2152576319488.0,-0.03662047941447967,1.0380125159731677,"[13.8,14.2)"
1P,1P_p10_n2,78321756930048.0,13.89388242108909,2838371500032.0,2491249852416.0,-0.1222960587125704,1.1393363444775977,"[13.8,14.2)"
1P,1P_p10_n2,63807657345024.0,13.804872800086967,2977651490816.0,2584093130752.0,-0.13217072625116,1.1523003777922936,"[13.8,14.2)"
1P,1P_p10_n2,60531079643136.0,13.781978420135497,2492555329536.0,2121269772288.0,-0.1489577995916008,1.175029862820103,"[13.5,13.8)"
1P,1P_p10_n2,57735655718912.0,13.761444102574071,2542198063104.0,2434593193984.0,-0.042327492370368446,1.0441982953808862,"[13.5,13.8)"
1P,1P_p10_n2,57367165140992.0,13.75866338929253,1160520925184.0,970520330240.0,-0.1637200939861343,1.1957718854761288,"[13.5,13.8)"
1P,1P_p10_n2,58248774287360.0,13.765286791057084,3604732968960.0,3138560983040.0,-0.12932219666037983,1.1485304852889835,"[13.5,13.8)"
1P,1P_p10_n2,51521781760000.0,13.711990873667666,4266185195520.0,4223763218432.0,-0.00994377298307352,1.0100436447059522,"[13.5,13.8)"
1P,1P_p10_n2,44571241218048.0,13.649054728469018,2678675210240.0,2163797655552.0,-0.19221350640784432,1.237950879264009,"[13.5,13.8)"
1P,1P_p10_n2,39512784764928.0,13.596737638778448,3520016416768.0,2993232019456.0,-0.14965396036296943,1.1759918355436207,"[13.5,13.8)"
1P,1P_p10_n2,38142581145600.0,13.581410078834827,1364346142720.0,1212340502528.0,-0.1114128119195303,1.1253819697313043,"[13.5,13.8)"
1P,1P_p10_n2,39578866024448.0,13.597463347061389,2877619699712.0,2641884348416.0,-0.08192025906675335,1.0892300041208618,"[13.5,13.8)"
1P,1P_p10_n2,33542698434560.0,13.52559799768864,3442591137792.0,3387600928768.0,-0.015973494040674687,1.0162327883892743,"[13.5,13.8)"
1P,1P_p10_n2,32218009305088.0,13.508098702609447,2882709487616.0,2879948062720.0,-0.0009579268767327982,1.0009588453804934,"[13.5,13.8)"
1P,1P_p10_n2,28997926780928.0,13.462366948940723,2000734781440.0,1897663561728.0,-0.05151668310470215,1.0543148015226387,"[13.2,13.5)"
1P,1P_p10_n2,29276877357056.0,13.466524753434182,1125534662656.0,1003339841536.0,-0.10856602215310601,1.1217880682709993,"[13.2,13.5)"
1P,1P_p10_n2,25869328318464.0,13.41278515266816,3676756246528.0,3139252518912.0,-0.14618965511340887,1.1712202903009177,"[13.2,13.5)"
1P,1P_p10_n2,25893848219648.0,13.413196597996276,1934263320576.0,1921285095424.0,-0.006709647551055894,1.006754971025857,"[13.2,13.5)"
1P,1P_p10_n2,25563087503360.0,13.407613306633973,581691375616.0,457951215616.0,-0.21272476297067588,1.2702038028953684,"[13.2,13.5)"
1P,1P_p10_n2,25804182388736.0,13.411690102906622,853257355264.0,684126568448.0,-0.19821778947767815,1.2472214859301367,"[13.2,13.5)"
1P,1P_p10_n2,23369307127808.0,13.36864583626769,4027644116992.0,4031962939392.0,0.0010722949383187965,0.9989288536464943,"[13.2,13.5)"
1P,1P_p10_n2,22302360076288.0,13.348350823311607,954193805312.0,861164011520.0,-0.09749570084620424,1.1080279627893386,"[13.2,13.5)"
1P,1P_p10_n2,20948335984640.0,13.3211495308159,946509709312.0,772781572096.0,-0.18354606984674218,1.224808850895345,"[13.2,13.5)"
1P,1P_p10_n2,22705556422656.0,13.35613214919352,1557433942016.0,1482985570304.0,-0.04780194504791085,1.0502016831470171,"[13.2,13.5)"
1P,1P_p10_n2,21716245938176.0,13.336784751430313,2032865902592.0,1658953924608.0,-0.1839334200584724,1.2253902127344212,"[13.2,13.5)"
1P,1P_p10_n2,22056118779904.0,13.343529091931503,2796010340352.0,2314122559488.0,-0.17234835433524662,1.2082377957417336,"[13.2,13.5)"
1P,1P_p10_n2,20917581250560.0,13.32051146459937,2331602845696.0,1939382992896.0,-0.16821898014235764,1.2022395030980004,"[13.2,13.5)"
1P,1P_p10_n2,20941379731456.0,13.321005291956855,675473260544.0,645903548416.0,-0.04377628820448895,1.0457803834651724,"[13.2,13.5)"
1P,1P_p10_n2,19345338007552.0,13.286576322247093,2235117338624.0,2313651224576.0,0.035136359328834,0.9660562987550588,"[13.2,13.5)"
1P,1P_p10_n2,20261124440064.0,13.306663543914885,3479526178816.0,2981254660096.0,-0.14320096849782862,1.167134839364563,"[13.2,13.5)"
1P,1P_p10_n2,18794613309440.0,13.274033394731713,1045097480192.0,1246521982976.0,0.19273274177925998,0.8384107897534944,"[13.2,13.5)"
1P,1P_p10_n2,17925171838976.0,13.253463327707276,1978101268480.0,1669098110976.0,-0.1562120010880142,1.185131811888105,"[13.2,13.5)"
1P,1P_p10_n2,17423807807488.0,13.241143071972779,3646092214272.0,3574039838720.0,-0.019761534080230715,1.0201599251276965,"[13.2,13.5)"
1P,1P_p10_n2,16558706393088.0,13.219026405619882,2072005836800.0,1904048865280.0,-0.08106008609483083,1.088210431246102,"[13.2,13.5)"
1P,1P_p10_n2,17332554432512.0,13.23886257276537,672104710144.0,679410991104.0,0.010870748039296753,0.9892461543076779,"[13.2,13.5)"
1P,1P_p10_n2,16460573310976.0,13.216444957331733,902886719488.0,833513127936.0,-0.07683532170164124,1.0832303526205849,"[13.2,13.5)"
1P,1P_p10_n2,16086850338816.0,13.206471021453119,3805303537664.0,3495070531584.0,-0.08152648087317782,1.0887630173058052,"[13.2,13.5)"
1P,1P_p10_n2,15645513089024.0,13.194389810248461,1059460349952.0,844409339904.0,-0.2029816500992634,1.25467625698272,"[13.0,13.2)"
1P,1P_p10_n2,13951833210880.0,13.144631275786068,2200497815552.0,1912194465792.0,-0.13101733058875065,1.1507709361770322,"[13.0,13.2)"
1P,1P_p10_n2,13963131617280.0,13.144982831724036,833334214656.0,864464404480.0,0.03735618828137343,0.9639890437793958,"[13.0,13.2)"
1P,1P_p10_n2,12750299332608.0,13.105520380611068,562491817984.0,445805330432.0,-0.20744566200129,1.2617431412022977,"[13.0,13.2)"
1P,1P_p10_n2,12566152609792.0,13.099202329706523,1553029136384.0,1509073485824.0,-0.02830317186601165,1.0291275746164203,"[13.0,13.2)"
1P,1P_p10_n2,13045102280704.0,13.11544748855477,777492103168.0,841024012288.0,0.0817138963355774,0.9244588642039341,"[13.0,13.2)"
1P,1P_p10_n2,12397258473472.0,13.093325656010526,3338064363520.0,3477918973952.0,0.04189691845382,0.9597878468476563,"[13.0,13.2)"
1P,1P_p10_n2,12371731939328.0,13.092430501491837,2433550909440.0,2411229872128.0,-0.009172208900752538,1.0092571171127291,"[13.0,13.2)"
1P,1P_p10_n2,12207223996416.0,13.08661691373121,843641323520.0,668563275776.0,-0.20752663823235476,1.2618720681909836,"[13.0,13.2)"
1P,1P_p10_n2,11339675205632.0,13.054600615542615,973042221056.0,746584670208.0,-0.23273147449062956,1.3033246728531251,"[13.0,13.2)"
1P,1P_p10_n2,11988234141696.0,13.078755216543671,2439848919040.0,2515220299776.0,0.030891822910762912,0.9700338850069267,"[13.0,13.2)"
1P,1P_p10_n2,11023726673920.0,13.042328436649917,2220829966336.0,2040446844928.0,-0.08122329225663419,1.0884037346311588,"[13.0,13.2)"
1P,1P_p10_n2,10372134207488.0,13.015868127572283,2176834207744.0,2119486275584.0,-0.02634464855246534,1.0270574680386635,"[13.0,13.2)"
1P,1P_p10_n2,10355402080256.0,13.015166966372524,734563598336.0,580186537984.0,-0.21016159894352088,1.2660817689573096,"[13.0,13.2)"
1P,1P_p10_n2,10787273834496.0,13.032911703419902,4321400324096.0,4097854406656.0,-0.05172997192449739,1.0545519423718184,"[13.0,13.2)"
1P,1P_p11_1,178298587971584.0,14.251147903811487,2927171469312.0,2983933771776.0,0.01939151944431235,0.9809773584786314,"[14.2,16.0)"
1P,1P_p11_1,134266314817536.0,14.127967069080963,2327845273600.0,2009486458880.0,-0.13676115776701078,1.1584279472564545,"[13.8,14.2)"
1P,1P_p11_1,117983271714816.0,14.071820435128517,1988093804544.0,1979423129600.0,-0.004361300721415785,1.0043804049848362,"[13.8,14.2)"
1P,1P_p11_1,79282789416960.0,13.899178921586733,2441854058496.0,1826130493440.0,-0.2521541215428902,1.3371739135115814,"[13.8,14.2)"
1P,1P_p11_1,63385131548672.0,13.80198739599435,2328776146944.0,2173609443328.0,-0.0666301498405597,1.0713866532427394,"[13.8,14.2)"
1P,1P_p11_1,60929081344000.0,13.784824630114635,1961232826368.0,1980211658752.0,0.009676990986912467,0.9904157556591899,"[13.5,13.8)"
1P,1P_p11_1,58211424010240.0,13.76500822344267,2040474370048.0,1632129384448.0,-0.20012257521783727,1.2501915531274537,"[13.5,13.8)"
1P,1P_p11_1,58425136381952.0,13.766599734840218,2846464671744.0,2774987177984.0,-0.025110971679900198,1.0257577744239985,"[13.5,13.8)"
1P,1P_p11_1,56834257846272.0,13.754610193258744,938310369280.0,740722671616.0,-0.21057818834040629,1.2667498987616137,"[13.5,13.8)"
1P,1P_p11_1,51662701985792.0,13.71317711625528,3746351546368.0,3492786470912.0,-0.06768320386318935,1.072596786997343,"[13.5,13.8)"
1P,1P_p11_1,45851942584320.0,13.661357739913985,2271359008768.0,1974376988672.0,-0.13075080555278884,1.1504180922893328,"[13.5,13.8)"
1P,1P_p11_1,39436758810624.0,13.595901214369993,3147323670528.0,2887079428096.0,-0.0826874734457613,1.0901410054394065,"[13.5,13.8)"
1P,1P_p11_1,40260947935232.0,13.604883996041805,2508835782656.0,2388460044288.0,-0.04798071647422185,1.0503988913927527,"[13.5,13.8)"
1P,1P_p11_1,37749499363328.0,13.576911196357635,1061331730432.0,1008952475648.0,-0.04935238746012029,1.0519144915625083,"[13.5,13.8)"
1P,1P_p11_1,33661952983040.0,13.527139309059672,2890630430720.0,2375713030144.0,-0.17813325256101453,1.2167422555007787,"[13.5,13.8)"
1P,1P_p11_1,33253979324416.0,13.521843622427976,2355178766336.0,1987045097472.0,-0.1563081640026473,1.1852668916937792,"[13.5,13.8)"
1P,1P_p11_1,29288034205696.0,13.466690223089275,887630200832.0,745614737408.0,-0.15999395163761332,1.1904676185957537,"[13.2,13.5)"
1P,1P_p11_1,28350932320256.0,13.452567345235448,1643393712128.0,1598725816320.0,-0.027180276691067762,1.0279396850617062,"[13.2,13.5)"
1P,1P_p11_1,27878829850624.0,13.445274541302519,697107742720.0,624565616640.0,-0.10406156987577347,1.1161481262293267,"[13.2,13.5)"
1P,1P_p11_1,26330896793600.0,13.420465650821958,1548339511296.0,1372968189952.0,-0.11326412590040391,1.1277315254843094,"[13.2,13.5)"
1P,1P_p11_1,25313083916288.0,13.403345058877632,2903136534528.0,2789660426240.0,-0.0390874169844889,1.0406773911335678,"[13.2,13.5)"
1P,1P_p11_1,25074843254784.0,13.399238226885073,580526014464.0,511264489472.0,-0.11930821921210405,1.135471026089703,"[13.2,13.5)"
1P,1P_p11_1,22028295864320.0,13.34298090090252,3533757743104.0,2910348378112.0,-0.17641542242349825,1.2142043783075955,"[13.2,13.5)"
1P,1P_p11_1,22719672352768.0,13.356402063992727,700116172800.0,642143420416.0,-0.08280447536606313,1.0902800691260583,"[13.2,13.5)"
1P,1P_p11_1,23739643199488.0,13.375474187337277,1316889559040.0,1197802913792.0,-0.09043024483754965,1.0994209012824956,"[13.2,13.5)"
1P,1P_p11_1,22490774503424.0,13.352004411272521,2266612105216.0,2057244246016.0,-0.09237039664537042,1.1017710267536078,"[13.2,13.5)"
1P,1P_p11_1,20882015649792.0,13.319772416903605,668409004032.0,656442982400.0,-0.01790224482288262,1.0182285772760513,"[13.2,13.5)"
1P,1P_p11_1,21008461332480.0,13.322394245681359,1828595564544.0,1505365852160.0,-0.17676391578944048,1.2147183768784235,"[13.2,13.5)"
1P,1P_p11_1,21599711395840.0,13.334447948371695,1719459643392.0,1496280465408.0,-0.1297961128902866,1.1491559792055057,"[13.2,13.5)"
1P,1P_p11_1,20623281618944.0,13.314357772276479,2732013912064.0,2774657400832.0,0.015608810987270344,0.9846310795865417,"[13.2,13.5)"
1P,1P_p11_1,21081691783168.0,13.323905459605639,544985939968.0,569203949568.0,0.044437861280278185,0.9574528433641749,"[13.2,13.5)"
1P,1P_p11_1,19337832300544.0,13.286407789670713,1875254181888.0,1673023717376.0,-0.10784162833242958,1.120877225117395,"[13.2,13.5)"
1P,1P_p11_1,18662989758464.0,13.270981217738173,898266300416.0,1038401404928.0,0.15600619153485043,0.8650472699218694,"[13.2,13.5)"
1P,1P_p11_1,16851758219264.0,13.226645219455953,1701234868224.0,1537006895104.0,-0.09653456802907255,1.1068492103992076,"[13.2,13.5)"
1P,1P_p11_1,17385988816896.0,13.240199395940147,3135449858048.0,3065243500544.0,-0.02239115938141889,1.0229040066446728,"[13.2,13.5)"
1P,1P_p11_1,17809044144128.0,13.250640610419401,1465603850240.0,1366824845312.0,-0.06739816145531034,1.0722689562359047,"[13.2,13.5)"
1P,1P_p11_1,17364386054144.0,13.239659432736847,530345230336.0,464742121472.0,-0.12369887596130011,1.1411602388357056,"[13.2,13.5)"
1P,1P_p11_1,16538593656832.0,13.218498576979238,842621255680.0,835919544320.0,-0.007953408859347706,1.0080171727118208,"[13.2,13.5)"
1P,1P_p11_1,15595165712384.0,13.192989993879413,2990900772864.0,2688837746688.0,-0.10099399783388774,1.112339625753941,"[13.0,13.2)"
1P,1P_p11_1,15365269618688.0,13.186540185346129,830518853632.0,583371325440.0,-0.2975820802997811,1.4236538846087305,"[13.0,13.2)"
1P,1P_p11_1,14271894257664.0,13.154481619299204,1813354512384.0,1568839565312.0,-0.1348412267993524,1.1558572032975039,"[13.0,13.2)"
1P,1P_p11_1,14156533071872.0,13.150956907865844,771006267392.0,640539623424.0,-0.16921606151051857,1.2036823940267605,"[13.0,13.2)"
1P,1P_p11_1,12707081224192.0,13.104045805959283,2055895252992.0,1942572498944.0,-0.05512087927781259,1.0583364348613002,"[13.0,13.2)"
1P,1P_p11_1,12049224564736.0,13.080959098521474,727307911168.0,577520861184.0,-0.20594723044254204,1.2593621461169648,"[13.0,13.2)"
1P,1P_p11_1,12411491844096.0,13.093823986230307,726933635072.0,536851972096.0,-0.261484204066542,1.3540671783953315,"[13.0,13.2)"
1P,1P_p11_1,12519410237440.0,13.097583870674873,419609051136.0,432942153728.0,0.03177505956056842,0.9692035010285077,"[13.0,13.2)"
1P,1P_p11_1,12553350545408.0,13.098759656428635,1299307560960.0,1047913103360.0,-0.1934834100513168,1.239900099344054,"[13.0,13.2)"
1P,1P_p11_1,12950348759040.0,13.11228146433133,588798820352.0,509780754432.0,-0.1342021471319539,1.155004019341692,"[13.0,13.2)"
1P,1P_p11_1,12385830043648.0,13.09292511639596,2776032083968.0,2161445568512.0,-0.22139027823393287,1.284340500824686,"[13.0,13.2)"
1P,1P_p11_1,11874723692544.0,13.074623513016943,2150563446784.0,1865180774400.0,-0.13270134987682763,1.1530053688634032,"[13.0,13.2)"
1P,1P_p11_1,11027643105280.0,13.042482702308996,3830416146432.0,3576812535808.0,-0.06620784816298082,1.0709021253099336,"[13.0,13.2)"
1P,1P_p11_1,11055558295552.0,13.043580678941442,1808556621824.0,1665797980160.0,-0.07893512425396022,1.085699852781841,"[13.0,13.2)"
1P,1P_p11_1,10459142946816.0,13.01949609861173,3867827240960.0,3606737059840.0,-0.06750306175908649,1.0723895800520546,"[13.0,13.2)"
1P,1P_p11_1,10165255405568.0,13.007118294910638,1797711593472.0,1646403649536.0,-0.08416697343747573,1.0919020945918352,"[13.0,13.2)"
1P,1P_p11_1,10037247344640.0,13.001614626460121,1470033166336.0,1246464573440.0,-0.15208404682000198,1.1793621717454785,"[13.0,13.2)"
1P,1P_p11_1,10357393326080.0,13.015250469063414,554081583104.0,437072363520.0,-0.21117687927562392,1.2677113204817072,"[13.0,13.2)"
1P,1P_p11_2,178476862668800.0,14.251581923156532,3448061820928.0,3304457502720.0,-0.041647837442007,1.0434577591298404,"[14.2,16.0)"
1P,1P_p11_2,134395675541504.0,14.128385294620504,2372540301312.0,2576383737856.0,0.08591779723669007,0.920880017386838,"[13.8,14.2)"
1P,1P_p11_2,118393222987776.0,14.073326843406763,2285419626496.0,2609028530176.0,0.14159714913105756,0.8759657474277716,"[13.8,14.2)"
1P,1P_p11_2,78766806138880.0,13.896343235917687,2641834803200.0,2463625904128.0,-0.0674564885193197,1.0723360225971796,"[13.8,14.2)"
1P,1P_p11_2,65387664244736.0,13.815495823924316,2622538645504.0,2520960466944.0,-0.038732767097309516,1.0402934436663882,"[13.8,14.2)"
1P,1P_p11_2,61265665851392.0,13.78721715790005,2328873140224.0,2009945341952.0,-0.13694511425440903,1.1586748612587976,"[13.5,13.8)"
1P,1P_p11_2,58249051111424.0,13.76528885501258,2248408039424.0,2474114809856.0,0.10038514650117594,0.9087727176067724,"[13.5,13.8)"
1P,1P_p11_2,58791320092672.0,13.769313211890502,3148924583936.0,3115779096576.0,-0.010525970526283542,1.0106379452241734,"[13.5,13.8)"
1P,1P_p11_2,56193129119744.0,13.749683216497827,946150572032.0,741841436672.0,-0.21593723176768317,1.275408092970053,"[13.5,13.8)"
1P,1P_p11_2,50889989554176.0,13.706632361728783,3925354741760.0,4519286013952.0,0.15130639426634362,0.8685785165270781,"[13.5,13.8)"
1P,1P_p11_2,44588400115712.0,13.649221889631884,2559416729600.0,2117074681856.0,-0.17282923981399922,1.208940219036679,"[13.5,13.8)"
1P,1P_p11_2,39021661126656.0,13.59130575308477,3256399167488.0,3275766104064.0,0.005947347232292697,0.9940878145872586,"[13.5,13.8)"
1P,1P_p11_2,40148188266496.0,13.603665952015287,2538631856128.0,2369820819456.0,-0.06649685588105549,1.0712336710379442,"[13.5,13.8)"
1P,1P_p11_2,37865270542336.0,13.578241064148191,1210511392768.0,1091271983104.0,-0.09850333534766886,1.1092664445804217,"[13.5,13.8)"
1P,1P_p11_2,33060634492928.0,13.519311184206185,2710700556288.0,2493230874624.0,-0.08022637585680076,1.087224044863794,"[13.5,13.8)"
1P,1P_p11_2,33498245103616.0,13.525022055938965,3350022324224.0,2835416612864.0,-0.15361262151565017,1.1814920985597974,"[13.5,13.8)"
1P,1P_p11_2,28770197045248.0,13.45894283635577,1900885180416.0,1985555202048.0,0.04454241766116055,0.9573570044566542,"[13.2,13.5)"
1P,1P_p11_2,29255379451904.0,13.466205735425692,969481060352.0,779908415488.0,-0.1955403283434643,1.2430703927529512,"[13.2,13.5)"
1P,1P_p11_2,26641533239296.0,13.425559215175609,1884338257920.0,1448468807680.0,-0.23131168112095135,1.3009173880231002,"[13.2,13.5)"
1P,1P_p11_2,26036259520512.0,13.415578591789979,3202927296512.0,3013108563968.0,-0.05926414026029043,1.0629976413110138,"[13.2,13.5)"
1P,1P_p11_2,26450841305088.0,13.422439489919283,745780674560.0,793909133312.0,0.06453433347598489,0.9393778749575288,"[13.2,13.5)"
1P,1P_p11_2,23344095166464.0,13.368177045033695,3908167532544.0,3344303652864.0,-0.1442783286500914,1.1686042710855868,"[13.2,13.5)"
1P,1P_p11_2,24541837393920.0,13.389907074290278,717800800256.0,629565554688.0,-0.12292441793953329,1.1401525939768538,"[13.2,13.5)"
1P,1P_p11_2,22783729860608.0,13.357624822696632,822842163200.0,900571332608.0,0.09446425193589301,0.9136890476150279,"[13.2,13.5)"
1P,1P_p11_2,23349931540480.0,13.36828561159869,1394818416640.0,1360691068928.0,-0.02446723337236248,1.0250808934454805,"[13.2,13.5)"
