suite,sim_id,n_halos,median_rel_stars,median_ratio_stars,median_log_halo,n_halos_above_threshold,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35
1P,1P_p12_2,54,0.2030811355810327,0.8311993094671092,13.304694771776692,54,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-1.7999999523162842,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p12_n1,59,-0.2519953172778158,1.3368900263575076,13.32927814616389,59,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.549999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p12_n2,65,-0.36571294023787015,1.5765732322759662,13.300769654351042,65,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.799999952316284,8.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p13_1,55,-0.13818899340335652,1.1603472134210437,13.323081281839439,55,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,10.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p13_2,54,-0.16548711357300588,1.198304600931944,13.326593730796215,54,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,12.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p13_n1,56,-0.004473962534536569,1.0045018925407945,13.330126056615214,56,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,6.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p13_n2,62,0.21396715926264506,0.8237556209410465,13.312555915298768,62,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,4.0,0.10000000149011612,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p14_1,57,-0.06451803906441572,1.0689676998152808,13.318700637936688,57,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.20000000298023224,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p14_2,58,-0.03588805004983965,1.0372325529070832,13.319284458194364,58,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.4000000059604645,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
1P,1P_p14_n1,55,-0.07530457764231166,1.0814371692792728,13.33057035759803,55,0.30000001192092896,0.800000011920929,3.5999999046325684,1.0,7.400000095367432,20.0,0.04899999871850014,0.6711000204086304,0.9624000191688538,2.2699999809265137,0.30000001192092896,-2.299999952316284,8.0,0.05000000074505806,2000.0,0.05000000074505806,350.0,0.25,0.0020000000949949026,2.0,0.6000000238418579,7.999999797903001e-05,1.0,1.0,0.10000000149011612,0.20000000298023224,0.0020000000949949026,2.0,1.0,0.0,1.0,0.0,0.0013000000035390258,1.1200000047683716,2.0
